14.25;16.25
14.182;7.615
8.12;16.48
4.9;0.3
9.3;0.25
17.8275;18.3
9.5;17.25
16.8;0.25
16.5;15.25
16.1;8.8
16.6;3.75
7.25;2.05
14.75;18.75
5.25;8
10;2
18;13.5
1.2;5
2.4;9.75
1.25;13.5
